id_localidad;id_estacion;Dirección;Margen;Rótulo;tipoVenta;rem;horario;tipoServicio
206;206;AVENIDA DENIA, 75;I;BP SANDOVAL MI;P;OM;L-D: 24H;L-D: 24H (P)
207;207;AVENIDA PADRE ESPLÁ, 36;N;REPSOL;P;OM;"L-V: 07:30-21:00; S: 08:00-15:00; D: 09:30-14:30";Sin datos
208;208;CALLE BULEVAR TEULADA, 86;I;AVANZA LOW COST;P;dm;L-D: 24H;L-D: 00:00-07:00 (D), 07:00-21:00 (A), 21:00-23:59 (D)
209;209;CALLE JATIVA, S/N;D;GM OIL;P;dm;L-D: 24H;L-D: 24H (A)
210;210;AVENIDA UNIVERSIDAD, S/N;N;SHELL;P;OM;L-D: 24H;L-D: 24H (A)
211;211;AVENIDA DE LA UNIVERSIDAD, SN;D;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
212;212;AVENIDA NOVELDA, 179;D;REPSOL;P;OM;L-D: 07:00-00:00;L-D: 07:00-23:59 (A)
213;213;CALLE FORTUNY, S/N;I;REPSOL;P;OM;"L-V: 07:30-21:30; S-D: 08:30-14:30";"L-V: 07:30-21:30 (A); S-D: 08:30-14:30 (A)"
214;214;AVENIDA NOVELDA, 74;D;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
215;215;AVENIDA JIJONA, 88;D;REPSOL;P;dm;"L-S: 06:30-22:30; D: 07:00-22:30";"L-S: 06:30-22:30 (A); D: 07:00-22:30 (A)"
216;216;AVENIDA GASTON CASTELLO, 58;D;CEPSA;P;dm;L-D: 07:00-21:00;L-D: 07:00-21:00 (A)
217;217;AVENIDA ANTONIO RAMOS CARRATALA, 56;N;ALCAMPO;P;dm;L-D: 24H;"L-S: 00:00-08:00 (D), 08:00-21:59 (A), 21:59-23:59 (D); D: 00:00-08:30 (D), 08:30-21:59 (A), 21:59-23:59 (D)"
218;218;AVDA. DE LA CONDOMINA, 47 (C-190 km 3,7);D;CEPSA;P;OM;L-D: 24H;L-D: 24H (A)
219;219;AVENIDA DENIA, 0;D;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
220;220;VIAL FLORA DE ESPAÑA, 28;N;PETROALACANT;P;dm;L-D: 06:30-22:00;L-D: 06:30-22:00 (P)
221;221;AVENIDA DENIA, 60;N;GOTETA;P;dm;L-D: 24H;L-D: 00:00-07:00 (A), 07:00-23:00 (P), 23:00-23:59 (A)
222;222;AVENIDA DENIA, 150;D;BP VISTAHERMOSA ;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P)
223;223;VIAL CONEXION N-332 Y A-7, S/N;N;GALP;P;dm;L-D: 06:00-22:00;Sin datos
224;224;CALLE ANTONIO RAMOS CARRATALÁ, 26;D;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
225;225;CALLE MUSICO JOSE TORREGROSA, 33;D;AVANZA;P;dm;L-D: 24H;"L-V: 00:00-09:00 (D), 09:00-12:00 (A), 12:00-16:00 (D), 16:00-20:00 (A), 20:00-23:59 (D); S: 00:00-09:00 (D), 09:00-14:00 (A), 14:00-23:59 (D); D: 24H (D)"
226;226;CARRETERA A-214 KM. 5;I;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
227;227;AVENIDA NOVELDA, 204;D;VCC ALICANTE ;P;dm;L-D: 24H;L-D: 24H (A)
228;228;AVENIDA NOVELDA, 216;D;PETROPRIX;P;dm;L-D: 24H;L-D: 24H (A)
229;229;AVENIDA PINTOR GASTON CASTELLO, 1;I;BP REJAS VERDES;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (P)
230;230;AVENIDA DE DENIA, 183;I;E.S. SANTA FAZ;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A)
231;231;CARRETERA 112,6 KM. N-332;D;REPSOL;P;OM;L-D: 06:30-22:30;L-D: 06:30-22:30 (A)
232;232;CARRETERA N-330 KM. 409;I;PETRONOR;P;OM;L-D: 06:30-21:00;L-D: 06:30-21:00 (A)
233;233;CARRETERA MADRID ESQ.RIO JUCAR KM. 19;D;REPSOL;P;OM;"L-V: 06:00-22:00; S-D: 07:00-21:00";"L-V: 06:00-22:00 (A); S-D: 07:00-21:00 (A)"
234;234;CARRETERA N-330A KM. 407,7;D;CEPSA;P;dm;"L-V: 05:00-22:00; S: 07:00-14:00";"L-V: 05:00-21:00 (A); S: 07:00-14:00 (A)"
235;235;AVENIDA NEPTUNO, 4;D;CONFORT AUTO;P;dm;"L-V: 06:00-22:00; S: 07:00-15:00";"L-V: 06:00-22:00 (A); S: 07:00-15:00 (A)"
236;236;AVDA. ORIHUELA, S/N - ESQUINA VIA PARQUE;N;SHELL;P;OM;L-D: 06:00-00:00;L-D: 06:00-23:59 (A)
237;237;POLIGONO PLA VALLONGA CALLE 8, PARCELA 15;D;PETROALACANT;P;dm;"L-V: 06:00-21:00; S: 07:00-15:00";"L-V: 06:00-21:00 (P); S: 07:00-15:00 (P)"
238;238;CALLE OCAÑA, 16;D;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
239;239;CALLE ARTES GRAFICAS, 89;N;TAMOIL;P;OM;L-D: 24H;L-D: 24H (A)
240;240;AVENIDA ELCHE, 150;I;PETROPRIX;P;dm;L-D: 24H;L-D: 24H (A)
241;241;AVENIDA RAMÓN GÓMEZ SEMPERE, 4;N;GALP;P;dm;L-D: 06:00-22:00;Sin datos
242;242;AVENIDA ELCHE (N-332 P.K. 102), 16;I;CEPSA;P;OM;L-D: 24H;L-D: 24H (A)
243;243;CALLE COMUNICACIONES, DE LAS, 10;N;ALSA;R;dm;L-D: 08:00-23:00;L-D: 08:00-23:00 (A)
244;244;AVENIDA ALCALDE LORENZO CARBONELL, 71;I;CEPSA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
245;245;N-330-P.K. 409,1 P.I. El Espartal;N;GALP;P;dm;"L-V: 06:00-22:00; S: 06:00-14:00";Sin datos
246;246;CALLE ALCALDE LORENZO CARBONELL, S/N ESQUINA VIA PARQUE, S/N;N;CARREFOUR;P;dm;L-D: 24H;L-D: 24H (A)
247;247;CARRETERA OCAÑA KM. 7;I;PETRO ALACANT;P;dm;L-D: 24H;L-D: 00:00-06:30 (D), 06:30-21:30 (P), 21:30-23:59 (D)
248;248;Rosa de los Vientos (esq. Camino Viejo de Elche);N;GALP;P;dm;"L-V: 06:00-22:00; S-D: 06:00-14:00";Sin datos
249;249;POLIGONO ZONA INDUSTRIAL A, POLIGONO B, S/N;D;CEPSA;P;OM;L-D: 24H;Sin datos
250;250;CARRETERA CV 820 KM. 1,4;I;AQUAVEL;P;dm;L-D: 24H;L-D: 24H (A)
251;251;CARRETERA CV 820 KM. 1,3;D;REPSOL;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
252;252;AVENIDA DEL EURO, 9;D;PARCELOGIC;P;dm;L-D: 24H;L-D: 24H (D)
253;253;CALLE DEL RUBLO PARC R75, 75;N;ATALAYAS;P;dm;"L-V: 06:00-22:00; S: 07:00-14:00";"L-V: 06:00-22:00 (A); S: 07:00-14:00 (A)"
254;254;CARRETERA BACAROT, 4 KM. ;D;AGRICOOP;R;dm;"L-V: 08:00-14:00 y 16:00-18:00; S: 08:00-12:00";"L-V: 08:00-14:00 (A), 16:00-18:00 (A); S: 08:00-12:00 (A)"
255;255;AVENIDA ORIHUELA, 17;N;REPSOL;P;dm;L-D: 06:00-00:00;L-D: 06:00-00:00 (A)
256;256;AVENIDA DOCTOR MARAÑON, 0;D;GASOLEO EXPRES;P;dm;"L-S: 06:00-22:00; D: 07:00-22:00";Sin datos
257;257;AVENIDA COMUNIDAD EUROPEA, 1;D;LAS MAROMAS;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A)
258;258;Principe De EspañA, 10;N;BP;P;dm;"L-V: 06:00-22:00; S-D: 07:00-22:00";"L-V: 06:00-22:00 (A); S-D: 07:00-22:00 (A)"
259;259;CARRETERA C-3321 KM. 38,1;I;CEPSA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
260;260;CALLE PARTIDA DE LA ERA ALTA, 57;I;PETROPRIX;P;dm;L-D: 24H;L-D: 24H (A)
261;261;CALLE CUESTA DE LAS NARICES, 11;I;PETROPRIX ;P;dm;L-D: 24H;L-D: 24H (A)
262;262;CARRETERA LA NUCIA KM. 2,8;D;REPSOL;P;OM;L: 07:00-22:00;"L-V: 07:00-20:00 (A); S-D: 08:00-20:00 (A)"
263;263;CARRETERA N-332 KM. 155,5;I;REPSOL;P;OM;L-D: 06:00-22:00;Sin datos
264;264;CALLE GARGANES, 42;D;REPSOL;P;OM;L-D: 06:00-00:00;L-D: 06:00-23:59 (A)
265;265;Carrer De La Mar, 157;N;GALP;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
266;266;CARRETERA CV-755 KM. 9,2;I;CEPSA ELF;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
267;267;AVD.DE NAVARRA 151;N;CEPSA ESPAÑA S.A.;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
268;268;POLIGONO C/ IBI, S/N;D;LEVANTINA;P;dm;L-S: 06:00-22:00;L-S: 06:00-22:00 (A)
269;269;CARRETERA NOVELDA KM. 22;D;CONFORT AUTO;P;dm;"L-V: 06:00-22:00; S: 08:00-15:00";"L-V: 06:00-22:00 (A); S: 08:00-15:00 (A)"
270;270;AVENIDA 3 DE AGOSTO, 23;D;REPSOL;P;dm;L-D: 06:00-22:00;"L-V: 06:00-21:00 (A); S-D: 07:00-21:00 (A)"
271;271;POLIGONO TRES HERMANAS   ALCOHOLERA, 11;N;BP;P;dm;"L-S: 06:00-22:00; D: 07:00-15:00";"L-S: 06:00-22:00 (A); D: 07:00-15:00 (A)"
272;272;CR N-325, 5,8;I;RASPA-OIL (SERV. ATENDIDO);P;dm;L: 24H;Sin datos
273;273;AVENIDA AVENIDA DE ORIHUELA, 101;N;GASOLINERA ASPE;P;OM;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)
274;274;AVENIDA TRES DE AGOSTO, 20;D;PLENOIL;P;dm;L-D: 24H;L-D: 24H (A)
275;275;CARRETERA NOVELDA KM. 8;D;QFS;P;dm;L-D: 24H;"L-V: 24H (A); S-D: 24H (D)"
276;276;CALLE PADRE JESUALDO FERRERO, 1;N;REPSOL;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (P)
277;277;CALLE LES MOLINES, 35, ;N;CEPSA;P;dm;L-V: 07:00-13:00;L-V: 07:00-13:00 (A)
278;278;CALLE DR. SILVESTRE, ;N;COOPERATIVA DIVINA AURORA;P;dm;L-D: 24H;L-D: 24H (A)
279;279;CARRETERA VILLENA-ALCUDIA KM. 10,608;D;GASOLWIN BENEIXAMA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (P)
280;280;CARRETERA JACARILLA KM. S/N;I;REPSOL;P;dm;L-D: 06:00-22:00;L-D: 07:00-21:00 (A)
281;281;AVENIDA VILLAJOYOSA LA, 34;N;BP CALA BENIDORM;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P)
282;282;AVENIDA COMUNIDAD VALENCIANA, 18;D;BP BENIDORM;P;OM;L-D: 24H;L-D: 24H (A)
283;283;CARRETERA N-332 KM. 124,5;D;GALP;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
284;284;CARRETERA N-332 KM. 124,5;I;GALP;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
285;285;CARRETERA CV-70 KM. 47;I;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
286;286;AVENIDA DOCTOR SEVERO OCHOA, S/N;N;BP EUROBENIDORM;P;OM;L-D: 24H;L-D: 24H (A)
287;287;AVENIDA COMUNIDAD VALENCIANA- CAMÍ DEL PALASIET, 2;N;PETROENERGY;P;dm;L-D: 24H;Sin datos
288;288;POLIGONO APR 3, 68;D;VCC ANOUER;P;dm;L-D: 24H;L-D: 24H (D)
289;289;AVENIDA JAIME I, 23;N;BP LA ISLETA;P;OM;L-D: 24H;L-D: 24H (A)
290;290;CALLE ALCALDE FRANCISCO GONZALEZ FERNANDEZ, 32;N;BENIEXPRESS;P;dm;L-D: 24H;L-D: 24H (A)
291;291;AVENIDA EUROPA, 12;D;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
292;292;CALLE MARGENADORS DELS, 8;N;ROSELLO;P;dm;L-S: 08:00-20:00;L-S: 08:00-20:00 (A)
293;293;AVINGUDA EUROPA, 34;D;MASOIL BENISA;P;dm;L-D: 24H;L-D: 24H (A)
294;294;AVENIDA EUROPA, 8;D;BP BENISSA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (P)
295;295; JUAN DE LA CIERVA,13  POLIGONO INDUSRTIAL LAPEDRERA, ;N;MEROIL;P;dm;L: 07:00-21:00;L: 07:00-21:00 (A)
296;296;AVENIDA LAS MARINAS, 290;D;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
297;297;CARRETERA MORAIRA-CALPE KM. 3;D;VCC BENISSA;P;dm;L-D: 24H;L-D: 24H (A)
298;298;CARRETERA CV-740 KM. 6,800;I;(SIN RÓTULO);P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (P)
299;299;CARRETERA ALCOY - VILLENA KM. 38,2;N;REPSOL;P;dm;"L-V: 07:00-21:45; S: 07:00-15:30";"L-V: 07:00-21:45 (P); S: 07:00-15:30 (P)"
300;300;CALLE DEL PROGRESO, 24;D;BIGASOIL;P;dm;L-D: 24H;L-D: 24H (A)
301;301;POLIGONO APATEL, 6;D;REPSOL;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
302;302;POLIGONO SECTOR D10, 8;D;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
303;303;CALLE EL PI, 1;I;ATLANTIS EXPRESS;P;dm;L-D: 24H;L-D: 24H (A)
304;304;CARRETERA CATRAL KM. 0,300;D;BP OIL ESPAÑA, S.A.U.;P;dm;"L-V: 06:00-22:00; S-D: 07:00-22:00";"L-V: 06:00-22:00 (A); S-D: 07:00-22:00 (A)"
305;305;BARRIO SAN JOSE DRCHA, 70;D;RITOR DIESEL;P;dm;L-D: 07:30-21:30;L-D: 07:30-21:30 (P)
306;306;CARRETERA CV913 KM. 1;D;REPSOL;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
307;307;CARRETERA N-340 KM. 692,9;D;PETRONOR;P;OM;"L-V: 06:00-22:00; S: 07:00-15:00; D: 08:00-14:00";"L-V: 06:00-22:00 (A); S: 07:00-15:00 (A); D: 08:00-14:00 (A)"
308;308;CALLE SAN ISIDRO, 10;D;REPSOL;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
309;309;AVENIDA DIPUTACION, 35;D;GASEXPRESS;P;dm;L-D: 24H;L-D: 24H (A)
310;310;AVENIDA VALL DE L'AGUART, 11;N;DRZ;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
311;311;AVENIDA DEL PORT, 15/41;N;COFRADIA DE PESCADORES;P;dm;L-V: 08:30-13:30 y 15:00-19:00;L-V: 08:30-13:30 (P), 15:00-19:00 (P)
312;312;PARTIDA ESTACION II, 6;I;CALPE AUTOMOCION II;P;dm;L-D: 24H;L-D: 24H (A)
313;313;PARTIDA ESTACION II, 6;D;CALPE AUTOMOCION;P;dm;L-D: 24H;L-D: 24H (A)
314;314;AVENIDA AV DIPUTACION S/N, ;N;Q8;P;dm;L-D: 24H;Sin datos
315;315;CALLE L ESPORT, 2;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
316;316;AVINGUDA VALL DE LAGUART, 5;D;AUTOFUEL LOW COST;P;dm;L-D: 24H;L-D: 24H (A)
317;317;CARRETERA N-332 KM. 122;D;PETRONOR;P;OM;L: 06:00-22:00;L: 06:00-22:00 (A)
318;318;CARRETERA N-332 KM. 122,5;I;REPSOL;P;OM;"L-V: 07:00-21:00; S-D: 08:00-21:00";Sin datos
319;319;C/ SAN RAMON, 109;I;SHELL;P;dm;L-D: 24H;L-D: 24H (A)
320;320;CALLE SAN BARTOLOME, 33;N;GALP;P;dm;L-D: 06:00-22:00;Sin datos
321;321;CALLE SAN RAMON 8, ;D;REPSOL-RIO SECO;P;dm;L-D: 06:30-22:00;L-D: 06:30-22:00 (A)
322;322;CALLE INFANTA, 31;N;CAMPELLO - GOTETA II;P;dm;"L-V: 06:00-23:00; S-D: 07:00-23:00";"L-V: 06:00-23:00 (A); S-D: 07:00-23:00 (A)"
323;323;CALLE SAN RAMON, 125;D;GASEXPRESS CAMPELLO;P;dm;L-D: 24H;L-D: 24H (A)
324;324;CALLE BIAR, 1;D;COOPERATIVA SAN CRISTOBAL;R;dm;L-D: 24H;L-D: 24H (D)
325;325;AVENIDA DE IBI, 46;N;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (P)
326;326;CARRETERA CASTALLA ALICANTE, CV 815 KM. 5,7;N;REPSOL;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (P)
327;327;CALLE SAN VICENTE DEL RASPEIG, 4;D;MASOIL CASTALLA;P;dm;L-D: 24H;L-D: 24H (A)
328;328;AVENIDA IBI, 51;D;LUZOIL;P;dm;L-D: 24H;L-D: 24H (D)
329;329;CARRETERA CATRAL- CALLOSA DEL SEGURA KM. 5,3;I;GASEXPRESS;P;dm;L-D: 24H;L-D: 24H (A)
330;330;PURISIMA, 80;I;BRIOGAS;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
331;331;AVENIDA AVDA. L'ALTET Nº 2, 2;N;CARREFOUR;P;dm;L-D: 24H;L-D: 24H (A)
332;332;AVENIDA DE ALICANTE, 87;I;GALP;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (P)
333;333;AVENIDA ALICANTE, 49;D;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (P)
334;334;CL AVENIDA PAIS VALENCIA, 117;D;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
335;335;AVENIDA DE XATIVA, 31;D;PETROPRIX;P;dm;L-D: 24H;L-D: 24H (D)
336;336;AVENIDA ALACANT, 64;D;LA 23;P;dm;L-D: 24H;L-D: 24H (A)
337;337;CARRER PUJADA A SANT CRISTÒFOL, 4;D;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
338;338;AVENIDA AVENIDA DE ALICANTE, 104;D;GALP;P;OM;L-D: 24H;L-D: 24H (D)
339;339;AVENIDA ALTET L', 3;D;FUTURA PETROLIUM ;P;dm;L-D: 24H;L-D: 24H (A)
340;340;PARAJE DE SAN ISIDRO, S/Nº;N;PEPE RAMON;P;dm;"L-S: 05:00-22:00; D: 07:00-22:00";"L-S: 05:00-22:00 (A); D: 07:00-22:00 (A)"
341;341;AVENIDA DEL CARMEN, 94;I;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
342;342;PASEO PRINCIPE DE ASTURIAS, S/N;N;BP COX;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
343;343;POLIGONO I PARCELA 10, S/N;N;BP  POLIGONO CREVILLENTE;P;OM;"L-V: 06:00-22:00; S-D: 07:00-22:00";"L-V: 06:00-22:00 (P); S-D: 07:00-22:00 (P)"
344;344;CR N-340, 707,0;I;H.S;P;dm;L-D: 24H;"L-V: 00:00-08:00 (D), 08:00-14:00 (A), 14:00-16:00 (D), 16:00-19:00 (A), 19:00-23:59 (D); S: 00:00-09:00 (D), 09:00-13:00 (A), 13:00-23:59 (D); D: 24H (D)"
345;345;P. DE ELCHE, Nº 29-31;D;MOSCARDÓ;P;dm;L-D: 24H;L-D: 24H (A)
346;346;P. DE ELCHE, Nº 29-31;I;MOSCARDÓ;P;dm;"L-V: 06:00-22:00; S: 06:00-14:00";"L-V: 06:00-22:00 (A); S: 06:00-14:00 (A)"
347;347;POLIGONO I7, SN;N;BP;P;dm;L-S: 06:00-22:00;L-S: 06:00-22:00 (A)
348;348;CR CV-875 ,P.K. 10,5;I;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
349;349;CARRETERA NACIONAL 340 KM. 707,1;D;REPSOL;P;OM;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
350;350;AUTOVIA A-37 KM. 728,2;D;REPSOL;P;OM;L-D: 00:00-23:59;"L-V: 00:00-07:00 (D), 07:00-15:00 (A), 15:00-23:59 (D); S-D: 24H (D)"
351;351;AUTOVIA A-37 KM. 728;I;REPSOL;P;OM;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)
352;352;AUTOVIA A7 KM. 526;D;HAM;P;dm;L-D: 24H;L-D: 24H (D)
353;353;PASEO DE ELCHE, 7;D;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
354;354;CAMINO SANTA LLÚCIA, 1;N;SHELL;P;OM;L-D: 24H;L-D: 24H (D)
355;355;CARRETERA LAS MARINAS KM. 177;D;GASDEN;P;dm;L-D: 24H;L-D: 24H (P)
356;356;PARTIDA MADRIGUERES SUD, 61;D;REPSOL COMERCIAL;P;dm;L-D: 24H;L-D: 24H (A)
357;357;CARRETERA DENIA A ONDARA C-3311 KM. 0,5;N;GALP;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (P)
358;358;PARTIDA PARTIDA MADRIGUERES SUD, 5 - PARKING HIPERMERCADO CARREFOUR DENIA, ;N;Q8;P;dm;"L-S: 07:00-22:00; D: 08:00-22:00";Sin datos
359;359;AVENIDA MONTGO, 34;N;BP;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A)
360;360;CTRA. LAS MARINAS km 0,85;D;MOSCARDÓ;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (P)
361;361;CALLE AVENIDA VALENCIA, 44;D;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
362;362;PARTIDA MADRIGUERES NORD, 9;D;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
363;363;PARTIDA MADRIGUERES SUD, 25;D;TECKMAR;P;dm;L-D: 24H;L-D: 24H (A)
364;364;CALLE MAESTRO SERRANO, 1;D;REPSOL;P;dm;"L-V: 07:00-21:00; S: 08:00-21:00; D: 08:00-20:00";"L-V: 07:00-21:00 (A); S: 08:00-21:00 (A); D: 08:00-20:00 (A)"
365;365;CARRETERA CV905 KM. 0,800;I;MAYAYO;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
366;366;CARRETERA AP-3061 KM. 15,5;D;CEPSA;P;OM;L-V: 07:00-15:00;L-V: 07:00-15:00 (A)
367;367;CL AVENIDA DE ALICANTE, 72;D;REPSOL;P;OM;"L-V: 06:00-22:00; S-D: 07:00-22:00";"L-V: 06:00-22:00 (A); S-D: 07:00-22:00 (A)"
368;368;AVENIDA ALCALDE VICENTE QUILES, 4;D;LA ESTACION;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A)
369;369;CALLE SANTIAGO RAMON Y CAJAL, 35;D;CONFORT AUTO;P;dm;"L-V: 06:00-22:00; S: 07:00-14:00";"L-V: 06:00-22:00 (A); S: 07:00-14:00 (A)"
370;370;CALLE MIGUEL SERVET, 4;N;SHELL;P;dm;"L-V: 06:30-22:30; S: 06:30-20:30; D: 08:00-16:00";"L-V: 06:30-22:30 (A); S: 06:30-20:30 (A); D: 08:00-16:00 (A)"
371;371;CALLE MALLORCA, 12;N;E.S. EL POLIGONO;P;dm;"L-J: 06:30-23:00; V: 06:30-23:59; S: 07:00-23:59; D: 07:00-23:00";"L-J: 06:30-23:00 (P); V: 06:30-23:59 (P); S: 07:00-23:59 (P); D: 07:00-23:00 (P)"
372;372;CALLE ALICANTE-ALTET, 122;D;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
373;373;CALLE GALILEO GALILEI, 14;D;GM OIL ELCHE;P;dm;L: 24H;L: 24H (A)
374;374;PARTIDA ALTABIX.POL. 1 NO 203 (AV DEL BIMILENARIO S/N);N;CEPSA LA GALIA;P;dm;L-D: 24H;L-D: 24H (A)
375;375;CALLE ALMANSA, 62;N;MORA;P;dm;"L-J: 06:00-23:00; V-S: 06:00-23:59; D: 06:30-23:00";"L-J: 06:00-23:00 (P); V-S: 06:00-23:59 (P); D: 06:30-23:00 (P)"
376;376;PARTIDA ALTABIX POLIGONO 3   (CAMINO DE CASTILLA), 37;D;ABIERTO (SERVICIO ATENDIDO);P;dm;L-D: 06:30-22:00;Sin datos
377;377;CALLE ECUADOR, 12;D;BP ALJUB;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
378;378;AVINGUDA DE CREVILLENTE, 4;N;GASOLINERA D'ELX (S. ATENDIDO);P;dm;"L-V: 07:00-22:00; S: 08:00-22:00; D: 08:00-21:30";"L-V: 07:00-22:00 (P); S: 08:00-22:00 (P); D: 08:00-21:30 (P)"
379;379;CARRETERA ALICANTE - MURCIA KM. 53;N;CARREFOUR;P;dm;L-D: 24H;L-D: 24H (A)
380;380;AVINGUDA DE CREVILLENTE, 36;D;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
381;381;AVENIDA CREVILLENTE, 5;D;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (P)
382;382;CALLE ALCORCÓN, 27;D;PLENOIL ;P;dm;L-D: 24H;L-D: 24H (D)
383;383;CALLE PANAMA, 5;D;E.S. PLUSOIL;P;dm;L-D: 24H;L-D: 24H (A)
384;384;CARRETERA N-340A KM. 716,3;I;CEPSA;P;OM;L-D: 24H;L-D: 00:00-05:59 (D), 05:59-21:59 (A), 21:59-23:59 (D)
385;385;CALLE ECUADOR, 8;D;EL CANARI;P;dm;L-D: 24H;L-D: 24H (A)
386;386;CALLE PANAMA, S/N;N;PETROPRIX;P;dm;L-D: 24H;L-D: 24H (D)
387;387;CARRETERA CV-8500 KM. 3,6;I;REPSOL;P;OM;"L-J: 00:00-02:00 y 06:00-23:59; V-S: 00:00-23:59; D: 00:00-02:00 y 06:00-23:59";"L-J: 00:00-02:00 (A), 06:00-22:00 (P), 22:00-23:59 (A); V-S: 00:00-06:00 (A), 06:00-22:00 (P), 22:00-23:59 (A); D: 00:00-02:00 (A), 06:00-22:00 (P), 22:00-23:59 (A)"
388;388;CAMINO CAMINO VIEJO ELCHE/SANTA-POLA KM 0,200, 72;N;REPSOL;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (P)
389;389;AVENIDA NOVELDA, 188;D;MORA;P;dm;"L-V: 06:00-22:00; S-D: 07:00-15:00";"L-V: 06:00-22:00 (P); S-D: 07:00-15:00 (P)"
390;390;CALLE PETRER, 7;N;GASOLINERA D'ELX (S. ATENDIDO);P;dm;"L-V: 07:00-22:00; S-D: 08:00-14:00";Sin datos
391;391;AV DE NOVELDA, 128;I;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
392;392;RONDA VALL D'UIXO, 52;D;PETROPRIX;P;dm;L-D: 24H;L-D: 24H (A)
393;393;CALLE SENIJA, 2;D;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
394;394;CALLE ALMANSA, 19;D;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
395;395;C/ SOR JOSEFA ALCORTA 71 (ESQ.CTRA.CIRCUNVALACIÓN;N;SHELL;P;OM;L-D: 06:00-00:00;L-D: 06:00-23:59 (A)
